country,subdomain,url,property_count,company_address,website,phone,email,property_links_count,social_media_facebook,social_media_instagram,social_media_twitter
United States,lakehotel.lodgify.com,https://lakehotel.lodgify.com,27,"976 Main St, City, State 32318",https://www.lakehotel.com,+1-338-854-7511,contact@lakehotel.com,3,https://facebook.com/lakehotel,https://instagram.com/lakehotel,https://twitter.com/lakehotel
United States,foresthotel.lodgify.com,https://foresthotel.lodgify.com,30,"3498 Main St, City, State 58609",https://www.foresthotel.com,+1-255-451-8106,contact@foresthotel.com,3,https://facebook.com/foresthotel,https://instagram.com/foresthotel,https://twitter.com/foresthotel
United States,valleyhotel.lodgify.com,https://valleyhotel.lodgify.com,20,"4421 Main St, City, State 32228",https://www.valleyhotel.com,+1-978-389-9013,contact@valleyhotel.com,3,https://facebook.com/valleyhotel,https://instagram.com/valleyhotel,https://twitter.com/valleyhotel
United States,hillhotel.lodgify.com,https://hillhotel.lodgify.com,31,"5099 Main St, City, State 89479",https://www.hillhotel.com,+1-338-312-1798,contact@hillhotel.com,3,https://facebook.com/hillhotel,https://instagram.com/hillhotel,https://twitter.com/hillhotel
United States,riverhotel.lodgify.com,https://riverhotel.lodgify.com,27,"9341 Main St, City, State 93391",https://www.riverhotel.com,+1-760-591-4597,contact@riverhotel.com,3,https://facebook.com/riverhotel,https://instagram.com/riverhotel,https://twitter.com/riverhotel
United States,sunsethotel.lodgify.com,https://sunsethotel.lodgify.com,32,"1517 Main St, City, State 56690",https://www.sunsethotel.com,+1-816-389-8829,contact@sunsethotel.com,7,https://facebook.com/sunsethotel,https://instagram.com/sunsethotel,https://twitter.com/sunsethotel
United States,oceanlodge.lodgify.com,https://oceanlodge.lodgify.com,27,"6341 Main St, City, State 50219",https://www.oceanlodge.com,+1-799-240-3689,contact@oceanlodge.com,2,https://facebook.com/oceanlodge,https://instagram.com/oceanlodge,https://twitter.com/oceanlodge
United States,mountainlodge.lodgify.com,https://mountainlodge.lodgify.com,44,"5153 Main St, City, State 10452",https://www.mountainlodge.com,+1-744-673-1381,contact@mountainlodge.com,5,https://facebook.com/mountainlodge,https://instagram.com/mountainlodge,https://twitter.com/mountainlodge
United States,citylodge.lodgify.com,https://citylodge.lodgify.com,31,"2100 Main St, City, State 56464",https://www.citylodge.com,+1-759-279-5075,contact@citylodge.com,3,https://facebook.com/citylodge,https://instagram.com/citylodge,https://twitter.com/citylodge
United States,beachlodge.lodgify.com,https://beachlodge.lodgify.com,12,"5509 Main St, City, State 12181",https://www.beachlodge.com,+1-240-533-9613,contact@beachlodge.com,5,https://facebook.com/beachlodge,https://instagram.com/beachlodge,https://twitter.com/beachlodge
United States,lakelodge.lodgify.com,https://lakelodge.lodgify.com,48,"5524 Main St, City, State 12129",https://www.lakelodge.com,+1-487-454-9594,contact@lakelodge.com,7,https://facebook.com/lakelodge,https://instagram.com/lakelodge,https://twitter.com/lakelodge
United States,forestlodge.lodgify.com,https://forestlodge.lodgify.com,25,"7042 Main St, City, State 67562",https://www.forestlodge.com,+1-525-484-8611,contact@forestlodge.com,6,https://facebook.com/forestlodge,https://instagram.com/forestlodge,https://twitter.com/forestlodge
United States,valleylodge.lodgify.com,https://valleylodge.lodgify.com,34,"1876 Main St, City, State 80653",https://www.valleylodge.com,+1-525-950-5109,contact@valleylodge.com,6,https://facebook.com/valleylodge,https://instagram.com/valleylodge,https://twitter.com/valleylodge
United States,hilllodge.lodgify.com,https://hilllodge.lodgify.com,44,"2130 Main St, City, State 10906",https://www.hilllodge.com,+1-458-739-8423,contact@hilllodge.com,7,https://facebook.com/hilllodge,https://instagram.com/hilllodge,https://twitter.com/hilllodge
United States,riverlodge.lodgify.com,https://riverlodge.lodgify.com,24,"5645 Main St, City, State 24575",https://www.riverlodge.com,+1-247-749-7311,contact@riverlodge.com,2,https://facebook.com/riverlodge,https://instagram.com/riverlodge,https://twitter.com/riverlodge
United States,sunsetlodge.lodgify.com,https://sunsetlodge.lodgify.com,41,"2315 Main St, City, State 37275",https://www.sunsetlodge.com,+1-593-207-9716,contact@sunsetlodge.com,4,https://facebook.com/sunsetlodge,https://instagram.com/sunsetlodge,https://twitter.com/sunsetlodge
United States,oceaninn.lodgify.com,https://oceaninn.lodgify.com,50,"7549 Main St, City, State 78894",https://www.oceaninn.com,+1-231-940-9205,contact@oceaninn.com,3,https://facebook.com/oceaninn,https://instagram.com/oceaninn,https://twitter.com/oceaninn
United States,mountaininn.lodgify.com,https://mountaininn.lodgify.com,11,"863 Main St, City, State 88640",https://www.mountaininn.com,+1-919-452-8744,contact@mountaininn.com,6,https://facebook.com/mountaininn,https://instagram.com/mountaininn,https://twitter.com/mountaininn
United States,cityinn.lodgify.com,https://cityinn.lodgify.com,11,"4342 Main St, City, State 85581",https://www.cityinn.com,+1-602-932-2132,contact@cityinn.com,6,https://facebook.com/cityinn,https://instagram.com/cityinn,https://twitter.com/cityinn
United States,beachinn.lodgify.com,https://beachinn.lodgify.com,34,"6444 Main St, City, State 50295",https://www.beachinn.com,+1-457-884-6547,contact@beachinn.com,2,https://facebook.com/beachinn,https://instagram.com/beachinn,https://twitter.com/beachinn
United States,lakeinn.lodgify.com,https://lakeinn.lodgify.com,15,"2126 Main St, City, State 87763",https://www.lakeinn.com,+1-556-745-7451,contact@lakeinn.com,4,https://facebook.com/lakeinn,https://instagram.com/lakeinn,https://twitter.com/lakeinn
United States,forestinn.lodgify.com,https://forestinn.lodgify.com,49,"7614 Main St, City, State 80316",https://www.forestinn.com,+1-621-846-9225,contact@forestinn.com,2,https://facebook.com/forestinn,https://instagram.com/forestinn,https://twitter.com/forestinn
United States,valleyinn.lodgify.com,https://valleyinn.lodgify.com,47,"1794 Main St, City, State 42362",https://www.valleyinn.com,+1-898-890-6018,contact@valleyinn.com,5,https://facebook.com/valleyinn,https://instagram.com/valleyinn,https://twitter.com/valleyinn
United States,hillinn.lodgify.com,https://hillinn.lodgify.com,24,"7134 Main St, City, State 68690",https://www.hillinn.com,+1-387-786-9732,contact@hillinn.com,7,https://facebook.com/hillinn,https://instagram.com/hillinn,https://twitter.com/hillinn
United States,riverinn.lodgify.com,https://riverinn.lodgify.com,19,"3689 Main St, City, State 35328",https://www.riverinn.com,+1-312-447-3009,contact@riverinn.com,3,https://facebook.com/riverinn,https://instagram.com/riverinn,https://twitter.com/riverinn
United States,sunsetinn.lodgify.com,https://sunsetinn.lodgify.com,9,"116 Main St, City, State 43112",https://www.sunsetinn.com,+1-835-711-7375,contact@sunsetinn.com,3,https://facebook.com/sunsetinn,https://instagram.com/sunsetinn,https://twitter.com/sunsetinn
United States,oceansuites.lodgify.com,https://oceansuites.lodgify.com,24,"7846 Main St, City, State 10343",https://www.oceansuites.com,+1-303-475-7941,contact@oceansuites.com,3,https://facebook.com/oceansuites,https://instagram.com/oceansuites,https://twitter.com/oceansuites
United States,mountainsuites.lodgify.com,https://mountainsuites.lodgify.com,30,"7806 Main St, City, State 10764",https://www.mountainsuites.com,+1-456-631-4143,contact@mountainsuites.com,3,https://facebook.com/mountainsuites,https://instagram.com/mountainsuites,https://twitter.com/mountainsuites
United States,citysuites.lodgify.com,https://citysuites.lodgify.com,6,"773 Main St, City, State 58408",https://www.citysuites.com,+1-488-573-6451,contact@citysuites.com,5,https://facebook.com/citysuites,https://instagram.com/citysuites,https://twitter.com/citysuites
United States,beachsuites.lodgify.com,https://beachsuites.lodgify.com,47,"2711 Main St, City, State 10173",https://www.beachsuites.com,+1-456-256-1238,contact@beachsuites.com,2,https://facebook.com/beachsuites,https://instagram.com/beachsuites,https://twitter.com/beachsuites
United States,lakesuites.lodgify.com,https://lakesuites.lodgify.com,38,"8361 Main St, City, State 74244",https://www.lakesuites.com,+1-945-971-2671,contact@lakesuites.com,2,https://facebook.com/lakesuites,https://instagram.com/lakesuites,https://twitter.com/lakesuites
United States,forestsuites.lodgify.com,https://forestsuites.lodgify.com,8,"7833 Main St, City, State 62171",https://www.forestsuites.com,+1-777-242-1274,contact@forestsuites.com,5,https://facebook.com/forestsuites,https://instagram.com/forestsuites,https://twitter.com/forestsuites
United States,valleysuites.lodgify.com,https://valleysuites.lodgify.com,14,"7753 Main St, City, State 98160",https://www.valleysuites.com,+1-649-660-4251,contact@valleysuites.com,7,https://facebook.com/valleysuites,https://instagram.com/valleysuites,https://twitter.com/valleysuites
United States,hillsuites.lodgify.com,https://hillsuites.lodgify.com,40,"8823 Main St, City, State 74652",https://www.hillsuites.com,+1-236-386-5701,contact@hillsuites.com,5,https://facebook.com/hillsuites,https://instagram.com/hillsuites,https://twitter.com/hillsuites
United States,riversuites.lodgify.com,https://riversuites.lodgify.com,34,"5598 Main St, City, State 69034",https://www.riversuites.com,+1-397-851-4990,contact@riversuites.com,6,https://facebook.com/riversuites,https://instagram.com/riversuites,https://twitter.com/riversuites
United States,sunsetsuites.lodgify.com,https://sunsetsuites.lodgify.com,46,"2981 Main St, City, State 10893",https://www.sunsetsuites.com,+1-308-423-6686,contact@sunsetsuites.com,6,https://facebook.com/sunsetsuites,https://instagram.com/sunsetsuites,https://twitter.com/sunsetsuites
United States,oceanrentals.lodgify.com,https://oceanrentals.lodgify.com,42,"1547 Main St, City, State 92894",https://www.oceanrentals.com,+1-577-664-8102,contact@oceanrentals.com,6,https://facebook.com/oceanrentals,https://instagram.com/oceanrentals,https://twitter.com/oceanrentals
United States,mountainrentals.lodgify.com,https://mountainrentals.lodgify.com,8,"6939 Main St, City, State 72434",https://www.mountainrentals.com,+1-796-306-1925,contact@mountainrentals.com,4,https://facebook.com/mountainrentals,https://instagram.com/mountainrentals,https://twitter.com/mountainrentals
United States,cityrentals.lodgify.com,https://cityrentals.lodgify.com,15,"4688 Main St, City, State 90854",https://www.cityrentals.com,+1-945-430-9484,contact@cityrentals.com,3,https://facebook.com/cityrentals,https://instagram.com/cityrentals,https://twitter.com/cityrentals
United States,beachrentals.lodgify.com,https://beachrentals.lodgify.com,43,"7678 Main St, City, State 78233",https://www.beachrentals.com,+1-251-297-9147,contact@beachrentals.com,7,https://facebook.com/beachrentals,https://instagram.com/beachrentals,https://twitter.com/beachrentals
United States,lakerentals.lodgify.com,https://lakerentals.lodgify.com,35,"3258 Main St, City, State 90098",https://www.lakerentals.com,+1-613-485-7694,contact@lakerentals.com,7,https://facebook.com/lakerentals,https://instagram.com/lakerentals,https://twitter.com/lakerentals
United States,forestrentals.lodgify.com,https://forestrentals.lodgify.com,13,"5148 Main St, City, State 83408",https://www.forestrentals.com,+1-213-923-9250,contact@forestrentals.com,3,https://facebook.com/forestrentals,https://instagram.com/forestrentals,https://twitter.com/forestrentals
United States,valleyrentals.lodgify.com,https://valleyrentals.lodgify.com,11,"3901 Main St, City, State 16538",https://www.valleyrentals.com,+1-622-221-3175,contact@valleyrentals.com,4,https://facebook.com/valleyrentals,https://instagram.com/valleyrentals,https://twitter.com/valleyrentals
United States,hillrentals.lodgify.com,https://hillrentals.lodgify.com,18,"330 Main St, City, State 26714",https://www.hillrentals.com,+1-494-814-1516,contact@hillrentals.com,2,https://facebook.com/hillrentals,https://instagram.com/hillrentals,https://twitter.com/hillrentals
United States,riverrentals.lodgify.com,https://riverrentals.lodgify.com,7,"976 Main St, City, State 88895",https://www.riverrentals.com,+1-263-686-3535,contact@riverrentals.com,7,https://facebook.com/riverrentals,https://instagram.com/riverrentals,https://twitter.com/riverrentals
United States,sunsetrentals.lodgify.com,https://sunsetrentals.lodgify.com,12,"4277 Main St, City, State 54755",https://www.sunsetrentals.com,+1-861-310-6801,contact@sunsetrentals.com,4,https://facebook.com/sunsetrentals,https://instagram.com/sunsetrentals,https://twitter.com/sunsetrentals
United States,oceanproperties.lodgify.com,https://oceanproperties.lodgify.com,40,"6077 Main St, City, State 88899",https://www.oceanproperties.com,+1-697-255-9377,contact@oceanproperties.com,6,https://facebook.com/oceanproperties,https://instagram.com/oceanproperties,https://twitter.com/oceanproperties
United States,mountainproperties.lodgify.com,https://mountainproperties.lodgify.com,13,"5784 Main St, City, State 46924",https://www.mountainproperties.com,+1-869-634-9187,contact@mountainproperties.com,6,https://facebook.com/mountainproperties,https://instagram.com/mountainproperties,https://twitter.com/mountainproperties
United States,cityproperties.lodgify.com,https://cityproperties.lodgify.com,27,"1355 Main St, City, State 72765",https://www.cityproperties.com,+1-454-829-1803,contact@cityproperties.com,2,https://facebook.com/cityproperties,https://instagram.com/cityproperties,https://twitter.com/cityproperties
United States,beachproperties.lodgify.com,https://beachproperties.lodgify.com,32,"5991 Main St, City, State 74144",https://www.beachproperties.com,+1-443-447-4981,contact@beachproperties.com,5,https://facebook.com/beachproperties,https://instagram.com/beachproperties,https://twitter.com/beachproperties
United States,lakeproperties.lodgify.com,https://lakeproperties.lodgify.com,10,"5433 Main St, City, State 20674",https://www.lakeproperties.com,+1-676-343-1963,contact@lakeproperties.com,2,https://facebook.com/lakeproperties,https://instagram.com/lakeproperties,https://twitter.com/lakeproperties
United States,forestproperties.lodgify.com,https://forestproperties.lodgify.com,11,"9795 Main St, City, State 22680",https://www.forestproperties.com,+1-558-660-3407,contact@forestproperties.com,2,https://facebook.com/forestproperties,https://instagram.com/forestproperties,https://twitter.com/forestproperties
United States,valleyproperties.lodgify.com,https://valleyproperties.lodgify.com,35,"972 Main St, City, State 61402",https://www.valleyproperties.com,+1-415-565-7972,contact@valleyproperties.com,6,https://facebook.com/valleyproperties,https://instagram.com/valleyproperties,https://twitter.com/valleyproperties
United States,hillproperties.lodgify.com,https://hillproperties.lodgify.com,12,"5149 Main St, City, State 97732",https://www.hillproperties.com,+1-964-830-6895,contact@hillproperties.com,7,https://facebook.com/hillproperties,https://instagram.com/hillproperties,https://twitter.com/hillproperties
United States,riverproperties.lodgify.com,https://riverproperties.lodgify.com,36,"1470 Main St, City, State 79575",https://www.riverproperties.com,+1-536-772-6592,contact@riverproperties.com,2,https://facebook.com/riverproperties,https://instagram.com/riverproperties,https://twitter.com/riverproperties
United States,sunsetproperties.lodgify.com,https://sunsetproperties.lodgify.com,30,"1852 Main St, City, State 88587",https://www.sunsetproperties.com,+1-573-638-7257,contact@sunsetproperties.com,3,https://facebook.com/sunsetproperties,https://instagram.com/sunsetproperties,https://twitter.com/sunsetproperties
United States,oceanvacation.lodgify.com,https://oceanvacation.lodgify.com,43,"9059 Main St, City, State 11167",https://www.oceanvacation.com,+1-713-685-1047,contact@oceanvacation.com,6,https://facebook.com/oceanvacation,https://instagram.com/oceanvacation,https://twitter.com/oceanvacation
United States,mountainvacation.lodgify.com,https://mountainvacation.lodgify.com,7,"4828 Main St, City, State 72570",https://www.mountainvacation.com,+1-956-702-2794,contact@mountainvacation.com,7,https://facebook.com/mountainvacation,https://instagram.com/mountainvacation,https://twitter.com/mountainvacation
United States,cityvacation.lodgify.com,https://cityvacation.lodgify.com,34,"701 Main St, City, State 75150",https://www.cityvacation.com,+1-611-223-5196,contact@cityvacation.com,5,https://facebook.com/cityvacation,https://instagram.com/cityvacation,https://twitter.com/cityvacation
United States,beachvacation.lodgify.com,https://beachvacation.lodgify.com,35,"8091 Main St, City, State 20976",https://www.beachvacation.com,+1-985-484-5421,contact@beachvacation.com,7,https://facebook.com/beachvacation,https://instagram.com/beachvacation,https://twitter.com/beachvacation
United States,lakevacation.lodgify.com,https://lakevacation.lodgify.com,42,"3171 Main St, City, State 41475",https://www.lakevacation.com,+1-836-803-5008,contact@lakevacation.com,6,https://facebook.com/lakevacation,https://instagram.com/lakevacation,https://twitter.com/lakevacation
United States,forestvacation.lodgify.com,https://forestvacation.lodgify.com,25,"3990 Main St, City, State 81894",https://www.forestvacation.com,+1-714-927-3731,contact@forestvacation.com,3,https://facebook.com/forestvacation,https://instagram.com/forestvacation,https://twitter.com/forestvacation
United States,valleyvacation.lodgify.com,https://valleyvacation.lodgify.com,47,"9723 Main St, City, State 52623",https://www.valleyvacation.com,+1-248-522-7549,contact@valleyvacation.com,7,https://facebook.com/valleyvacation,https://instagram.com/valleyvacation,https://twitter.com/valleyvacation
United States,hillvacation.lodgify.com,https://hillvacation.lodgify.com,33,"2300 Main St, City, State 41925",https://www.hillvacation.com,+1-470-262-1621,contact@hillvacation.com,5,https://facebook.com/hillvacation,https://instagram.com/hillvacation,https://twitter.com/hillvacation
United States,rivervacation.lodgify.com,https://rivervacation.lodgify.com,19,"8166 Main St, City, State 63068",https://www.rivervacation.com,+1-264-731-6019,contact@rivervacation.com,4,https://facebook.com/rivervacation,https://instagram.com/rivervacation,https://twitter.com/rivervacation
United States,sunsetvacation.lodgify.com,https://sunsetvacation.lodgify.com,18,"6887 Main St, City, State 16370",https://www.sunsetvacation.com,+1-944-998-8546,contact@sunsetvacation.com,5,https://facebook.com/sunsetvacation,https://instagram.com/sunsetvacation,https://twitter.com/sunsetvacation
United States,property080.lodgify.com,https://property080.lodgify.com,19,"5664 Main St, City, State 60492",https://www.property080.com,+1-582-250-4171,contact@property080.com,3,https://facebook.com/property080,https://instagram.com/property080,https://twitter.com/property080
United States,property081.lodgify.com,https://property081.lodgify.com,30,"2642 Main St, City, State 44967",https://www.property081.com,+1-431-584-9304,contact@property081.com,2,https://facebook.com/property081,https://instagram.com/property081,https://twitter.com/property081
United States,property082.lodgify.com,https://property082.lodgify.com,40,"3964 Main St, City, State 37536",https://www.property082.com,+1-246-457-7872,contact@property082.com,6,https://facebook.com/property082,https://instagram.com/property082,https://twitter.com/property082
United States,property083.lodgify.com,https://property083.lodgify.com,39,"3912 Main St, City, State 12863",https://www.property083.com,+1-714-202-9238,contact@property083.com,5,https://facebook.com/property083,https://instagram.com/property083,https://twitter.com/property083
United States,property084.lodgify.com,https://property084.lodgify.com,48,"3238 Main St, City, State 16400",https://www.property084.com,+1-256-800-3252,contact@property084.com,2,https://facebook.com/property084,https://instagram.com/property084,https://twitter.com/property084
United States,property085.lodgify.com,https://property085.lodgify.com,24,"141 Main St, City, State 24148",https://www.property085.com,+1-799-572-5120,contact@property085.com,4,https://facebook.com/property085,https://instagram.com/property085,https://twitter.com/property085
United States,property086.lodgify.com,https://property086.lodgify.com,28,"8292 Main St, City, State 15053",https://www.property086.com,+1-453-600-9663,contact@property086.com,2,https://facebook.com/property086,https://instagram.com/property086,https://twitter.com/property086
United States,property087.lodgify.com,https://property087.lodgify.com,49,"3377 Main St, City, State 73477",https://www.property087.com,+1-486-707-1586,contact@property087.com,3,https://facebook.com/property087,https://instagram.com/property087,https://twitter.com/property087
United States,property088.lodgify.com,https://property088.lodgify.com,16,"4356 Main St, City, State 27547",https://www.property088.com,+1-650-407-4179,contact@property088.com,7,https://facebook.com/property088,https://instagram.com/property088,https://twitter.com/property088
United States,property089.lodgify.com,https://property089.lodgify.com,32,"4318 Main St, City, State 61544",https://www.property089.com,+1-925-240-2978,contact@property089.com,3,https://facebook.com/property089,https://instagram.com/property089,https://twitter.com/property089
United States,property090.lodgify.com,https://property090.lodgify.com,18,"1218 Main St, City, State 78397",https://www.property090.com,+1-923-263-9794,contact@property090.com,7,https://facebook.com/property090,https://instagram.com/property090,https://twitter.com/property090
United States,property091.lodgify.com,https://property091.lodgify.com,28,"7626 Main St, City, State 14021",https://www.property091.com,+1-349-504-4852,contact@property091.com,4,https://facebook.com/property091,https://instagram.com/property091,https://twitter.com/property091
United States,property092.lodgify.com,https://property092.lodgify.com,43,"4207 Main St, City, State 57082",https://www.property092.com,+1-572-294-8670,contact@property092.com,3,https://facebook.com/property092,https://instagram.com/property092,https://twitter.com/property092
United States,property093.lodgify.com,https://property093.lodgify.com,8,"2297 Main St, City, State 59548",https://www.property093.com,+1-200-835-6340,contact@property093.com,4,https://facebook.com/property093,https://instagram.com/property093,https://twitter.com/property093
United States,property094.lodgify.com,https://property094.lodgify.com,19,"5130 Main St, City, State 87101",https://www.property094.com,+1-686-613-8512,contact@property094.com,5,https://facebook.com/property094,https://instagram.com/property094,https://twitter.com/property094
United States,property095.lodgify.com,https://property095.lodgify.com,28,"3377 Main St, City, State 93441",https://www.property095.com,+1-820-610-2354,contact@property095.com,5,https://facebook.com/property095,https://instagram.com/property095,https://twitter.com/property095
United States,property096.lodgify.com,https://property096.lodgify.com,41,"1550 Main St, City, State 83126",https://www.property096.com,+1-661-355-8260,contact@property096.com,3,https://facebook.com/property096,https://instagram.com/property096,https://twitter.com/property096
